N°,Dénomination,N° RCCM,Activités,Adresses,Type
1,14 FEVRIER,RB/COT 13 B 9578,"IMPORTATION DE PRODUITS  AGROALIMENTAIRES-TEXTILES-MATERIAUX DE  CONSTRUCTION-MATERIELS ELECTRIQUES-LA  QUINCAILLERIE-","QUARTIER DANTOKPA ILOT 531-  03 BP 3727 TEL 97035245",PM
2,2 AO & FILS,"RB/COO/12 B9186  DU220812","COMMERCE : Transports routiers de marchandises - toutes opérations pouvant concerner l'achat, la  vente, l'importation, l'exportation, l'emmagasinage, le  warrantage et le transport de tous produits ,  marchandises.","COTONOU : Kpondéhou 1 - ilot  462 bis - tél : 97272440",PM
3,"2A.S HOUNTONDJI ET  FILS",RB/COT/13 A 16754,"VENTE DE MATERIELS ELECTRIQUES ET  ELECTRONIQUES - PRESSING - DIVERSES  PRESTATIONS DE SERVICES.","QTIER: VEDOKO - ILOT: 1448 -  TEL: 95 46 95 19/ 97 80 01 52",PP
4,2AE HOUSE,"RB/COT/13A17796DU2308 13","COMMERCE : Achat et vente de matériels  d'électricité - vente de matériels électriques - BTP -  matériels et consommables informatiques -  bureautiques - génie civil","COTONOU : Kouhounou - ilot 2226  - parcelle G - Tél : 97966691",PP
5,2B PRESTATIONS,RB/COT/13 A 17292,"BTP - ASSAINISSEMENT - IMPRIMERIE -  POISSONNERIE - COMMERCE GENERAL ET  DIVERSES PRESTATIONS","QTIER: AGONTINKON - ILOT:  1116 - TEL: 95 95 69 73",PP
6,2EME LIEU,RB/COT/13 A 16565,"BARS - CAFES ET AUTRES DEBITS DE  BOISSONS - RESTAURATION - VENTE DE  PRODUITS D'ENTRETIEN","QTIER: FIFADJI - ILOT: 1915 - 10  BP 1073 - TEL: 97 64 46 52",PP
7,2GMD GROUP,"RB/COT/13B10498  DU130913","COMMERCE : Achat, vente, importation et  exportation de véhicules d'occasion - pneus - pièces  détachées et de motos","COTONOU : Cadjèhoun II - ilot 789  - parcelle A - Tél : 97378362",PM
8,2HF - SERVICES,"RB/COT/13B10302  DU180713","COMMERCE : Importation et exportation de tous  produits - matériels et objets non prohibés  notamment de véhicules automobiles d'occasion -  pneumatiques - pièces détachées pour automobiles  et de matériaux de construction","COTONOU : Fidjrossè Centre - ilot  1691 - parcelle R - Tél : 95860510",PM
9,3 AS TECHNOLOGIES,RB COT 13 A 16471,"ACHAT ET VENTE DE MATERIELS  INFORMATIQUES BUREAUTIQUES- FOURNITURES ET MATERIELS DE BUREAU","QUARTIER SAINT JEAN ILOT 436- E TEL 96748284/66159414",PP
10,3AE,RB/NAT/2013 B 035,"IMPORTATION DE MATERIAUX DE  CONSTRUCTION - MATERIELS ELECTRIQUES -  TOUS TRAVAUX CONSTRUCTION DE RESEAUX  ELECTRIQUES DE BTP ET DE GENIE CIVIL","QTIER: BORIS - YOURE - ILOT:  196 - MAISON HOUNGNIBO -  TEL: 96 99 51 84",PM
1194,KPEGO,RB/COT/13 A 17048,ET PARFUMERIE - ACHAT ET VENTE DE PRODUITS FORESTIERS ET DIVERS - ,QTIER: KOWEGBO - ILOT: 755 - TEL: 97 49 22 69,PP,DJIVOEDO AGNES MEDESSE
"","","",ALIMENTATION GENERALE.,"","",""
1195,KPEKEDE ET FILS ,RB/COT/13 A17479 DU270613,COMMERCE : Achat et vente de matériels informatiques - bureautique - matériaux de construction et divers ,COTONOU : Akplomey - ilot 3318 - parcelle E - Tél : 97644992,PP,AKODJETIN Christiane née le 08/11/82 à Godomey
"","","",COMMERCE : Achat et vente de produits ,"","",""
1196,KPO ET FILS,RB/COT/13 A17480 DU270613,alimentaires et des boissons - vente de produits vivriers en gros et en détails - commerce général et ,"COTONOU : Marché Dantokpa - Batiment A, Magasin T2 - Parcelle ",PP,KPOTA H. Evelyne née le 
"","","",dives,MAG 05 - Tél : 97849292,"",30/01/76 à cotonou
1197,KPOGBEMABOU ET FILS,RB COT 13 A 17193,"BTP-TOUS TRAVAUX DE BTP-PEINTURE BATIMENT-ASSAINISSEMENT-ENTRETIEN ET NETTOYAGE DES BUREAUX-FOURNITURES ET MOBILIERS DE BUREAU-LOCATION DE VOITURES-VENTE ET MAINTENANCE DE MATERIELS INFORMATIQUES-COMMERCE GENERAL ET DIVERS","QUARTIER ETOILE ROUGE ILOT 963-J 03 BP 4071",PP
1198,KPOGNON,"RB/COT/13 A17632 DU240713","SERVICE : Btp - assainissement - VRD - tous travaux de génie civil - entretien bâtiments et espaces verts - commerce général","COTONOU : Houehoun - ilot 1146 -Tél : 97127132",PP
1199,KPOSSOU-NAN & FILS,RB/COT/3B9992 DU160413,"COMMERCE : Importation et exportation - achat et vente d'ustensiles de cusine et d'appareils électroménagers - vente de glacière - casseroles et aluminium - diverses prestations de services","COTONOU : Avotrou - ilot 738 - parcelle H - Tél : 97870906",PM
1200,KPOVIESSI,RB/PN/13B359DU230813,"COMMERCE : Importation et exportation - importation de véhicules d'occasion - pièces détachées auto et moto - pneumatique","PORTO NOVO : Foun-foun sodji - ilot csb- tél : 97682862",PM
1201,KRISH,"RB/COT/13 B 9591DU110113","COMMERCE : Importation et exportation de tous produits congelés - de tous produits agro-alimentaires et de toutes boissons","COTONOU : Missèbo - ilot 105 - Tél : 95965146",PM
1202,"L - CORP BENIN SERVICES","RB/COT/13B 10695 DU071113","COMMERCE : Importation et la vente des produits cosmétiques - numériques - de denrées alimentaires -produits vestimentaires - appareils informatiques - électroniques et électroménagers","COTONOU : Donaten - ilot C6 - Tél : 95659991",PM
1203,L.M.M,RB/PN/13 B308 DU210613,"COMMERCE : Importation et vente de véhicules automobiles - de camions d'occasion et pneumatique - de pièces détachées - commerce général","PORTO NOVO : Sèmè kpodji - djèffa - ilot 27 - parcelle C - Tél : 96031539",PM
1204,L3,"RB/COT/13A18183 DU311013","COMMERCE : Achat et vente de prêt à porter -commerce général et diverses prestations de services","COTONOU : Awhanleko - ilot 610 - parcelle T - Tél : 97976368",PP
1205,"LA BENEDICTION DIVINE PLUS",RB COT 13 A 16305,"ACHAT ET VENTE DE PRODUITS FORESTIERS ET DE PRODUITS VIVRIERS ET DE CEREALES-BTP-VENTE DE MATERIAUX DE CONSTRUCTION-PRODUITS ALIMENTAIRES-PRODUITS COSMETIQUES-LOCATION ET GESTION IMMOBILIERE.","QUARTIER GBEGAMEY ILOT 723-O TEL 97930191",PP
1206,LA BOITE A SENS,RB/COT 13 B 9744,"IMPORT-EXPORT -VENTE DE PRODUITS COSMETIQUES-LES ARTICLES DE MAROQUINERIE-PARFUMERIE ET ACCESSOIRES DE BEAUTE-DIVERSES PRESTATIONS DE SERVICES.","QUARTIER IREDE ILOT 4200-O TEL 21315059",PM
1207,LA BONNE SAVEUR,RB/COT/13 A 17148,"RESTAURATION - SERVICE TRAITEUR - CUISINE ENTRETIEN - COMMERCE GENERAL ET DIVERSES PRESTATIONS DE  SERVICES.","QTIER: ZONGO - ILOT: 339 - RUE PERE KITTI, 09 BP 468 - TEL: 97 89 00 21/ 98 31 80 17",PP
"","","","","","",101 / 177
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
1209,LA DARONNE,RB/COT/13 A 16253,INFORMATIQUES BUREAUTIQUE-ALIMENTATION GENERALE-RESTAURATION-EXPLOITATION DE ,QUARTIER  AIDJEDO ILOT 877-E 01 BP 1570  TEL 97767576,PP,ROSSILET EPSE THECLE AKOUAVI TEL 97767576
"","","",MAQUIS-LOCATION DE VEHICULES,"","",""
"","","",COMMERCE : Fabrication - exportation - vente de ,"","",""
1210,LA DISTILLERIE BENINOISE ,RB/COT/13B9947DU050413,boissons alcoolisées - la brasserie - l'importation de matières premières pour la fabrication de tous types ,COTONOU : Haie vive - ilot 7006 - parcelle I - Tél :  66 55 93 24,PM,MUHLEMAN Jacob M
"","","",de boissons,"","",""
"","","",SERVICE : production d'eau en sachets - achat et ,"","",""
1211,LA DOUCE FONTAINE,RB/COT/13A 18266 DU181113,vente de fournitures de bureau - consommables informatiques - quincaillerie - BTP - location de ,COTONOU : Ayélawadjè 2 - ilot 296 - Tél : 97224220,PP,HOUNGBEDJI EPSE ZOGO Sidonie
"","","",véhicules - commerce général et divers ,"","",""
"","","",COMMERCE : Commerce général et divers - ,"","",""
1212,LA FLAMME DU BONHEUR,RB/COT/13A17725DU090813,pressing - tous travaux d'entretien - prestations de divers services - prêt à porter - alimentation générale -,COTONOU : Sègbèya - ilot 268 - parcelle N - Tél : 97899100,PP,HOUNYE Codjo W. F. né le 09/11/81 à GRAND POPO
"","","",bureautique - quincaillerie - produits sobebra ,"","",""
"","","",BARS-CAFES ET AUTRES DEBITS DE BOISSONS-,"","",""
1213,LA FORCE,RB COT 13 A 16980,CHAT ET VENTE DE MATERIELS ,QUARTIER FIFADJI ILOT 1913 ,PP,""
"","","",INFORMATIQUES-BTP-BUREAUTIQUE-,TEL 95052196,"",""
"","","",ACHAT ET VENTE DE PRODUITS ALIMENTAIRES ,"","",""
1214,LA FOURCHETTE ,RB/COT/13 A 16686,ET DES BOISSONS - COMMERCE GENERAL ET ,QTIER: CADJEHOUN - ILOT: 1179 ,PP,TOGBE MAXIMINE 
"","","",DIVERSES PRESTATIONS DE SERVICES.,- TEL: 95 15 86 27,"",CHANTAL
1215,LA FRINGALE,RB COT 13 A 16653,RESTAURATION-SERVICE TRAITEUR -DIVERSES PRESTATIONS DE SERVICES.,QUARTIER AIDJEDO 423 ILOT 356-A 01 BP893 TEL 66624547,PP,PARAISO EPSE AHEHEHINNOU
"",LA GENERALE DE ,"",COMMERCE : Commerce général - l'importation et ,"","",""
"",NEGOCE ET DE ,"","","","",""
1216,DISTRIBUTION DES ,RB/COT/13B10269 ,l'exportation de tous produits - marchandises et objets non prohibés notamment de produits agro-,COTONOU : Tonato Sainte Rita - ilot 1342 - parcelle A - Tél : ,PM,ASSAH Cyprien J. O. né le 
"",PRODUITS AGRO-,DU120713,alimentaires - de fournitures et de mobiliers de ,96531011,"",11/07/70 à cotonou
"",ALIMENTAIRES ,"",bureau,"","",""
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
1217,LA GENERALE ENERGIE DU BENIN,RB/COT/13 A 16531,D'ELECTRICITE - ACHAT ET VENTE DES GROUPES ELECTROGENES - DE PIECES ,QTIER: VEDOKO - ILOT: 3009 - 01 BP 823 COTONOU -,PP,ABIKANLOU GAFAROU 
"","","",ELECTRIQUES  ET PRESTATIONS DE SERVICES., TEL: 67 70 78 18/66 69 18 29,"",JOLASSAN
1218,LA GLOIRE DE JEHOVAH,RB/COT/13A18030 DU 031013,SERVICE : Conseils en gestion - contrôle et audit de gestion - BTP - prestations de services - commerce général,COTONOU : vodjè - ilot 1305 - parcelle : M/SOHOUNOU A. - Tél : 97642395,PP,FANHOUNMBO B J
1219,LA GRÂCE DE DIEU NLANDU NDAMBA,RB/COT/13A17744DU130813,SERVICE : Hôtellerie - restauration - service traiteur - agence de voyages - commerce général sous toutes ses formes et diverses prestations de services ,COTONOU : Tokpa xoxo - ilot 908 - parcelle : Maison AMIDOU - Tél : 97873951,PP,NLANDA NDAMBA John néle 26/06/66 à Tsala boende 
1220,LA GRANDE ROYALE,RB/COT/13 A17617 DU220713,COMMERCE : Achat et vente de vêtements - prêt à porter - alimentation générale - vente de tissus - commerce général et divers,COTONOU : Fidjrossè - ilot 1818 - parcelle j - Tél : 95955225,PP,GNACADJA epse GANSE Marie Josiane A. née le 30/04/68 à porto
1221,LA LIBRAIRIE CHIC - CHOC,RB/COT/13 A18228DU121113,COMMERCE : Achat et vente de matériels informatiques -bureautique - librairie - papeterie - commerce général et divers,COTONOU : Dantokpa - Ilot : SOGEMA - Parcelle :D30 1er étage - Tél : 97534075,PP,102 / 177ADEBOUTE O Alfred
"","","",CONSEILS EN COMMUNICATION ET EN ,"","",""
"","","",MARKETING -COMMUNICATION ,"","",AGBESSI THEODORE 
1222,LA LIGNE EVENTS,RB COT 13 A 16699,EVENEMENTIELLE-EVENEMENTIEL-PRESTATIONS DE SERVICES-ACHAT ET VENTE ,QUARTIER FIFADJI ILOT 1878-D 01 BP 841 TEL  95004949,PP,JEAN LUC ADELEYE TEL 95.00.49.49
"","","",DE MATERIELS INFORMATIQUES,"","",""
"","","",LA SOCIETE A POUR OBJET TOUTES ,"","",""
"","","",OPERATIONS GENERALEMENT QUELCONQUES ,QTIER: DEGACON - ILOT: 294 - ,"",""
1223,LA LUMIERE D'AFRIQUE,RB/COT/13 B 9793,POUVANT CONCERNER DIRECTEMENT OU ,041 BP 0349 COTONOU - ,PM,LAMERI AHMED
"","","",INDIRECTEMENT L'ACHAT - LA VENTE - ,TEL: 95 34 66 60,"",""
"","","",L'ECHANGE - L'IMPORTATION - L'EXPORTATION,"","",""
"","","",ACHAT ET VENTE DE PRODUITS ALIMENTAIRES-,"","",""
"","","",TRANSPORT-LOCATION DE VEHICULES-VENTE ,"","",""
1224,LA LUMIERE-DIVINE,RB COT 13 A 17256,DE VEHICULES AUTOMOBILES D'OCCASION-AMEANGEMENT DES ESPACES VERTS-,QUARTIER AHOGBOHOUE ILOT 3027-X TEL 97.38.12.81,PP,""
"","","",NETTOYAGE ET CURAGE DES CANIVEAUX-BTP-,"","",""
"","","",GENIE CIVIL,"","",""
"","","",COMMERCE : Achat et vente de produits ,"","",""
1225,LA MAIN DE DIEU D'ISRAEL,RB/COT/13A17882DU060913,alimentaires et des boissons  boulangerie - commerce général et diverses prestations de ,COTONOU : Agla kpota - ilot 3839 - parcelle A - Tél : 97468168,PP,ADJAHOUNKPA Victorine
"","","",services ,"","",""
1226,LA MAITRISE ,RB/COT/13 A 18165DU281013,SERVICE : Toutes activités d'auto école - commerce général et diverses prestations de services ,COTONOU : Missogbé - ilot 1434 - parcelle H - Tél : 97257692,PP,AGONNADJAI Tundé G
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
"","","",INFORMATIQUES BUREAUTIQUES-,"","",""
1227,LA MANNE-PIB,RB COT 13 A 17194,ALIMENTATION-LOCATION-TRANSPORT-BTP-QUINCAILLERIE-IMPRIMERIE-GESTION DES ,QUARTIER FIDJROSSE ILOT 1768-C 06 BP 2153 TEL 21138855,PP,""
"","","",PROJETS-ASSISTANCE ET CONSEILS  EN ,"","",""
"","","",CREATION D'ENTREPRISES,"","",""
"","","",ACHAT ET VENTE DE CARTES DE RECHARGES ,"","",""
1228,LA MURIELE,RB COT 13 A 16595,CABINE TELEPHONIQUE-PRODUITS ALIMENTAIRES ET BOISSONS-PRODUITYS ,QUARTIER FINANGNON ILOT 5-H 06 BP 2284 TEL 97237161,PP,BIOKOU AYILOLA INGRID MURIELE TEL 97237161
"","","",CONGELES-PRODUITS COSMETIQUES,"","",""
"","","",COMMERCE : Achat et vente de produits ,"","",""
1229,LA NOUVELLE JERUSALEM,RB/COT/13 A17382 DU110613,alimentaires et des boissons - vente de produits d'entretien - prestations de services - commerce ,COTONOU : Missèbo - ilot 230 - parcelle M - Tél : 97984101,PP,ZOUNDJIHEKPON Victor Dossou Raoul né le 
"","","",général.,"","",29/04/67 à Adjarra
"","","",ACHAT ET VENTE DE FOURNITURES DE ,"","",""
"","","",BUREAU LIBRAIRIE ET PAPETERIE-BTP-,"","",""
1230,LA NOUVELLE VERSION PLUS,RB/COT/13 A 16416,MAINTENANCE ET REPARATION-NETTOYAGE ET ASSAINISSEMENT-PRODUITS FORESTIERS ,QUARTIER AGLA ILOT 3950-E TEL 95564722 ,PP,AKOBI ADOUKE MARIE-ROSE SOLANGE TEL 
"","","",ET VIVRIERS-COMMERCE GENERAL ET ,"","",95564722
"","","",DIVERSES PRESTATIONS.,"","",""
"","","","","","",103 / 177
"","","",ACHAT ET VENTE DE FOURNITURES DE ,"","",""
1231,LA PIERRE ANGULAIRE DJADESSOLA,RB/COT/13 A 17002,BUREAU LIBRAIRIE ET PAPETERIE - VIDANGE DE FOSSE SEPTIQUE - PRESTATIONS DE ,QTIER: TANTO - ILOT: 638 - TEL: 97 08 68 57,PP,AKITOYE BOURAÎMA DEHNDE
"","","",SERVICES - COMMERCE GENERAL ET DIVERS.,"","",""
"","","",SERVICE : Transport - vente de fournitures de ,"","",""
1232,LA PLENITUDE TOUS SERVICES ,RB/COT/13A 18220DU071113,bureau - matériels et consommables informatiques - matériaux de construction- vente de produits ,COTONOU : Dandji - ilot 777 - parcelle H - Tél : 95962107,PP,DJIVO Félicienne
"","","",pétroliers et lubrifiants,"","",""
"","","",SERVICE : L'exploitation d'une unité d'entretien - ,"","",""
1233,LA PROPRETTE,RB/COT/13 A17384 DU110613,assainissement - entretien et nettoyage industriel - blanchisserie - confection de tenues et uniformes ,COTONOU : Sètovi - ilot 2204 - parcelle G - Tél : ,PP,AGOSSOU epse TOSSOU Philomène née le 01/01/46 
"","","",professionnelles - vente d'articles- commerce general,95459226/95241225,"",à Athiémé
1234,LA REDEMPTION,RB/COT/13 A17943 DU180913,SERVICE : BTP - Assainissement - achat et vented e fournitures de bureau - vente d'étrennes - commerce général,COTONOU : Agla - ilot 3906 - PARCELLE A - Tél : 97122040,PP,HOUNGBEDJI Appé J
"","","",ACHAT ET VENTE DE BOISSONS GAZEUSES ET ,"","",""
1235,LA REINE MERE,RB/COT/13 A 16284,BOISSONS SUCRES-VENTE DE PRODUITS ,QUARTIER KOWEGBO ILOT 743- ,PP,ADJAKIDJE GISLAINE TEL 
"","","",SOBEBRA,TEL 97.32.93.70,"",97.32.93.70
1236,LA RESSURECTION DU CHRIST,RB/COT/13A17857 DU030913,COMMERCE : Achat et vente de produits de la SOBEBRA - BUVETTE - commerce général et diverses prestations,COTONOU : Dandji - ilot 680 - Tél : 96 020 208,PP,TOHOUNDE COSSI SYLVAIN
"","","",ACHAT ET VENTE DE MOTOCYCLES ET ,"","",""
1237,LA RESURRECTION,RB COT 13 A 16908,ACCESSOIRES-ACHAT ET VENTE  DE PORTABLES ET DE VEHICULES-COMMERCE ,QUARTIER SEDJRO SAINT MICHEL ILOT 189-K 03 BP 3844 ,PP,""
"","","",GENERAL ET DIVERS,TEL 96304584,"",""
"","","",ACHAT ET VENTE DE FOURNITURES DE ,"","",""
"","","",BUREAULIBRAIRIE ET PAETERIE-MATERIELS ,"","",""
1238,LA SAINTETE,RB COT 13 A 16897,INFORMATIQUES-CONSOMMABLES ,QUARTIER KPONDEHOU ILOT ,PP,""
"","","",INFORMATIQUES-COMMERCE GENERAL ET ,440-B  TEL 97770006,"",""
"","","",DIVERS.,"","",""
1239,LA SAPOLOGIE,RB/COT/13A 18310DU281113,COMMERCE : Achat et vente de vêtements - prêt à porter - produits cosmétiques - bijoux - textiles - maroquinerie - sac - chaussures ,COTONOU : Missèbo - ilot 103 - Tél : 97011694,PP,HODONOU O V S 
1240,LA SURPRISE,RB/COT/13 A 17098,RESTAURANT - BAR - SERVICE TRAITEUR.,QTIER: CADJEHOUN - ILOT: 786 - TEL: 95 34 97 98,PP,AHOUANDEDJA SYLVIE
"","","",COMMERCE : Importation de véhicules d'occasion - ,"","",""
1241,LA SYMBIOSE ,RB/COT/12 B8972DU050612,"achat et vente - échange - importation, exportation - transport de personnes et de tous produits - ",COTONOU : Jéricho - ilot 657 - parcelle E - Tél : 95790557,PM,MEHOU EP HOUEDANOU S Afiavi
"","","",marchandises - denrées et objets de toute nature ,"","",""
1242,LA TAVERNE DE L'HABITAT,RB COT 13 A 16341,RESTAURANT-BAR-FOURNITURES DE BUREAU-BTP-AGENCE IMMOBILIERE-OUVRAGE EN BOIS BATIMENT,QUARTIER OHEE HABITAT ILOT 64 06 BP 1973 TEL 97573173,PP,AGOSSA FRUMENCE TEL 97573173
1243,LA VALLEE DE JSS,RB/COT/13B 10301DU180713,COMMERCE : Importation et exportation d'huile végétale - riz - sucres - boîtes de conserve - produits agroalimentaires - produits congelés ,COTONOU : Nouveau pont (midombo) - ilot 364 - parcelle D - Tél : 97556906,PM,DAOUDA Noussiratou
1244,LA VOIX DE L'UNION AFRICAINE,RB/COT 13 A 16389,PUBLICITE -AGENCE DE PUBLICITE-PRESTATIONS DE SERVICES-COMMERCE GENERAL ET DIVERS.,QUARTIER MINONKPO ILOT 1109-M TEL 96898718,PP,104 / 177KAKPO SEMEVO TEL 96898718
1245,LA VOIX DU SEIGNEUR,RB/COT/13A 18263 DU181113,COMMERCE : Achat et vente d'accessoires de couture - mercerie - textile - prêt à porter - tenues vestimentaires ,COTONOU : vodjè - ilot 1272 - Tél : 97122552,PP,HONHONOU M Eustache 
"","","",COMMERCE : Achat et vente de produits ,"","",""
1246,LA VUE DIVINE PLUS,RB/COT/13A17637 DU240713,alimentaires et des boissons - produits congélés - fournitures scolaires - bureautique - appareils ,COTONOU : hindé - ilot 969 - parcelle A - Tél : 97602115,PP,AZONSI Adjouavi F. né le 27/09/82 à cotonou
"","","",électroménagers,"","",""
"","","",CONSEILS EN COMMUNICATION ET EN ,"","",SONDJO GBZGUIDI 
1247,LABEL COMMUNICATION,RB/COT/13 A 17013,MARKETING - DIVERSES PRESTATIONS DE SERVICES - COMMERCE GENERAL ET DIVERS.,QTIER: MENONTIN - ILOT: 2126 - 03 BP 2097 - TEL: 95 96 25 52,PP,FLORIAN HUGUES FRANCOIS
"","","",ACHAT ET VENTE DE PRODUITS ALIMENTAIRES ,QTIER: MISSITE - ILOT: 854 - 01 ,"",""
1248,LABEL PRODUITS ,RB/COT/13 A 17280,ET DES BOISSONS - PRODUITS D'ENTRETIEN ET DE LUBRIFIANTS - TRANSPORT - COMMERCE ,BP 2096 COTONOU - ,PP,EKPANGBO EP ABDOU 
"","","",GENERAL ET DIVERS,TEL: 95 96 70 89,"",EMMA SETONVO
1249,LADOLPHEG - PHARMA ,RB/COT/13A 18089 DU141013,SERVICE : Promotion de produits pharmaceutiques - consommables et matériels médicaux - BTP ,COTONOU : Fidjrossè - ilot 3766 - parcelle H - Tél : 96065709 ,PP,LOKOSSOU V  A 
"","","",COMMERCE : Achat et vente de matériels ,"","",""
1250,LAEL - SERVICES ,RB/COT/13A18016DU 010113,informatiques et bureautiques - photocopie - commerce général,COTONOU : Sikècodji - ilot 870 - parcelle B - Tél : 97072934,PP,KINDJIDE Jonas Y M 
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
"","","",INFORMATIQUES BUREAUTIQUES-ACHAT ET ,"","",""
"","","",VENTE DE PIECES DETACHEES-,"","",""
1251,LAH & FRERES ,RB COT 13 A 16867,PNEUMATIQUES-MATERIAUX DE ,QUARTIER MISSEBO ILOT 87  03 ,PP,""
"","","",CONSTRUCTION ET ARTICLES DE ,BP 1043 TEL 64840941,"",""
"","","",QUINCAILLERIE-COMMERCE GENERAL ET ,"","",""
"","","",DIVERS.,"","",""
"","","",COMMERCE : Achat et vente d'eau minérale - vente ,"","",""
1252,LAL FRAICHE ROSEE,RB/COT/13A 18322DU031213,d'eau en sachet - produits alimentaires et boissons - produits cosmétiques ,COTONOU : Ayélawadjè II - ILOT 313 - Tél / 96297324,PP,LOKO EP KODJO A L 
"","","",COMMERCE : Importation - achat et vente de tous ,"","",""
1253,LAM GROUPE,RB/COT/13 B10078 DU140513,"produits manufracturés, alimentaires sur toutes ses formes - production et transformation des produits ",COTONOU : Vèdoko - ilot 1332 - parcelle x - Tél : 95062992,PM,AKANMU Loukoumane Maikol né le 29/12/78 à 
"","","",agricoles et exploitation des produits tropicaux.,"","",Daloa
1254,LAMIRA ,RB/COT/13 A17619DU220713,COMMERCE : Achat et vente de produits alimentaires et des boissons - alimentation générale- commerce général,COTONOU : Scoa Gbéto - ilot 352-353 - Tél : 95964213,PP,SAIBOU Lamine né le 12/07/80 à cotonou
"","","",LA SOCIETE A POUR OBJET L'IMPORTATION - LA ,"","",""
"","","",COMMERCIALISATION ET LA VENTE DES ,"","",""
1255,LAMISHA GRANTH KHUBCHANDANI,RB/COT/13 B 9758,PRODUITS ET DENREES ALIMENTAIRES - DE TEXTILES - DE PATTES ALIMENTAIRES - ,QTIER: MISSEBO - ILOT: 122 - 07 BP 932 - TEL: 90 92 88 06,PM,TAIROU EP KHUBCHANDANI 
"","","",L'EXPLOITATION DE TOUS FONDS DE ,"","",RALIATOU
"","","",COMMMERCE,"","",""
"","","",IMPORTATION D'USTENSILES DE CUISINE ET ,"","",105 / 177
1256,LANDOZZ & FILS ,RB/PK/2011 B 314,APPAREILS ELECTROMENAGERS-MOBILIERS DE BUREAU ET DE MAISON-QUINCAILLERIE ,QUARTIER GAH ILOT 202-2 D TEL 97.44.79.19,PM,LANDOZI ISMAIL TEL 97447919
"","","",GENERALE-ALIMENTATION GENERALE,"","",""
1257,LANDRY ET FILS ,RB/COT/13A 18374 DU161213,"COMMERCE : Achat et vente de produits alimentaires et des boissons - riz, sucre, huile d'arachide, boissons, cannette, commerce général",COTONOU : Ayidjèdo - ilot 123 - parcelle BOGNON - Tél : 94750892,PP,N'SOUKPOE Gabriel
"","","",ACHAT ET VENTE DE BOISSONS GAZEUSES ET ,"","",""
1258,LANOUR BUSINESS,RB COT 13 A 16299,BOISSONS SUCREES-PRODUITS SOBEBRA-,QUARTIER AVOTROU ILOT 525 ,"",GUINDO OUSMANE TEL 
"","","",ACCESSORES GSM -PRODUITS  CONGELES,03 BP 3801 TEL 66789108,PP,66789108
"","","",L'IMPORTATION-L'EXPORTATION-LA ,"","",""
"","","",DISTRIBUTION-LE COURTAGE-LA ,"","",""
"","","",TRANSFORMATION-LE CONDTIONNEMENT DE ,"","",""
1259,LANTANA SA,RB/COT 13 B 9715,TOUS PRODUITS CHIMIQUES ET MATERIELS ,QUARTIER AYELAWADJE 2 ILOT ,PM,LEPHILIBERT PIERRE 
"","","",INTERESSANT LES SECTEURS INDUSTRIELS -,4318-J 05 BP 1565 TEL 21334077,"",JEAN TEL 21334077
"","","",AGRICOLES -PASTORAUX -FORESTIERS ET ,"","",""
"","","",AGROA LIMENTAIRES-DIVERS,"","",""
1260,LAOLU - BUSINESS,RB/COT/13A17761DU190813,COMMERCE : Achat et vente de pièces détachées - pneus et accessoires automobiles,COTONOU : Ayélawadjè - ilot 240 - Tél : 97163255,PP,BELLO M. M. né le 24/07/77 à cotonou
"","","","COMMERCE : Achat, vente, échange, négoce, ","","",""
1261,LARA AUTO,RB/COT/13 B 10674 DU04111,"importation, exportation, emmagasinage , warrantage et transport de tous produits, marchandises, denrées ",COTONOU : Lom - Nava - ilot 326 - parcelle M - TEL : 66700007,PM,HAMMOUD Alaa
"","","",et objets de toute nature et de toutes provenances ,"","",""
1262,LARAH,RB/COT/12 B 8838,IMPORTATION DE VEHICULES D'OCCASION-DIVERSES MARCHANDISES,QUARTIER MISSEBO ILOT 159-C 01 BP 632 TEL 97483883,PM,LAMEH SLEIMAN
"","","",ACHAT ET VENTE DE TEXTILE ET D'EFFETS ,"","",""
1263,L'ARCHE DE PAIX,RB/COT/13 A 16823,VESTILENTAIRES - VENTE DES ORDINATEURS ET ACCESSOIRES INFORMATIQUES - ,QTIER: KOUHOUNOU - ILOT: C/SB - TEL: 97 12 24 97,PP,ELISHA GNINAFON RONALD HAROLD
"","","",MATERIAUX DE CONSTRUCTION,"","",""
"","","",COMMERCE : L'achat et la vente - l'importation et ,"","",""
1264,LASCA ,RB/PN/13B320DU050713,l'exportation de véhicules automobiles d'occasion ainsi que de pièces de rechange et d'accessoires ,PORTO NOVO : Sèdjèko - ilot CSB - Tél : 96620899,PM,ATITA Sêna W. F. né le 22/10/79 à porto novo
"","","",automobiles neufs ou d'occasion - pneumatique,"","",""
"","","",CONSEIL INFORMATIQUE ET ,"","",""
"","","",DEVELOPPEMENTS LOGICIELS -,QUARTIER VEDOKO MISSOGBE ,"",""
1265,LAS--PATNERS,RB/COT/13 A 16906,DEVELOPPEMENT DES SITES WEB-,ILOT 1443 09 BP 40 TEL ,PP,""
"","","",PRESTATIONS DE SERVICES EN INFORMATIQUE-,95963204,"",""
