N°,N° RCCM,Dénomination,Activités,Adresses,Type
1,"RB/PN/13 A 321  DU02/05/13","""NORA"" FASHION","COMMERCE: ACHAT ET VENTE DE  CHAUSSURES - SACS - TEXTILES - MERCERIE -  BIJOUX - PRODUITS COSMETIQUES -  BUREAUTIQUE - QUINCAILLERIE - PIECES","Porto-Novo Dodji LOT/ 2180-f TEL/ 97 07  82 06",PP
2,"RB/PN/13 A 462  DU25/07/13",2AK ET FILS,"COMMERCE: BUREAUTIQUE - BTP -  QUINCAILLERIE - ENTRETIEN DES LOCAUX -  LOCATION DE BACHES - SONORISATION  DIVERS - TRAVAUX D'IMPRIMERIE - BAR-","Adjarra Malanhoui M/SON KAKAHOUN  TEL/ 97 37 49 40",PP
3,"RB/PN/13 A 685  DU04/12/13",2H ET FILS,"COMMERCE: ACHAT ET VENTE DE  FOURNITURES DE BUREAU - MATERIELS ET  EQUIPEMENTS DE TOUS GENRES -  CONSOMMABLES INFORMATIQUES -","Porto-Novo Djègan-Kpèvi ZIP/3-232-M  TEL/97 83 66 61",PP
4,"RB/PN/13 A 491  DU22/08/13",2H HODONOU ET FILS,"COMMERCE: DEPOT DE VENTE DE PRODUITS  SOBEBRA - DEPOT DE VENTE DE CIMENT -  QUINCAILLERIE GENERALE - COMMERCE  GNERAL ET DIVERS","Sèmè-Kpodji Ekpè1 M/SON SAGBOHAN  TEL/ 97 47 32 82",PP
5,"RB/PN/13 A 513  DU30/08/13",2KC ET FILS,"INDUSTRIE: BTP - PRODUITS TROPICAUX -  AGRICOLES - FORESTIERS - BUREAUTIQUE -  INFORMATIQUE - TOUTES PRESTATIONS DE  SERVICES - EVENEMENTIEL - COMMUNICATION","Porto-Novo Ouando ZIP/ 3-267-H TEL/ 97  84 59 31",PP
6,"RB/PN/13 A 323  DU02/05/13",5EME AVENUE,"COMMERCE: CAFETERIA - SERVICE TRAITEUR - MAROQUINERIE - BIJOUX - ARTICLES  VESTIMENTAIRES - BUREAUTIQUE - DIVERSES  PRESTATIONS - EXPLOITATION ET","Porto-Novo Djassin ZIP/ 1-102-AH 01 BP  1904 P/N TEL/ 96 91 98 01",PP
7,"RB/PN/13 A 315  DU25/04/13",A B C-DEGNON,"COMMERCE: ACHAT ET VENTE DE  FOURNITURES DE BUREAU - LIBRAIRIE -  PAPETERIE - RESTAURATION - SERVICE  TRAITEUR - PATISSERIE - BOULANGERIE -","Porto-Novo Lokossa LOT/ 1956-f TEL/ 97  09 84 36",PP
8,RB/PN/ 13 A 232,A S B,"TRANSIT - PRODUITS TROPICAUX -  FORESTIERS - AGRICOLES - BTP -  PRESTATIONS DE SERVICES - FOURNITURES  DE BUREAU ET SCOLAIRES - INFORMATIQUE -","Tokpota I P/N LOT/ 385-A TEL/ 95 28 02  08",PP
"","","",COMMERCE: VENTE DE MATERIELS ,"","",""
"",RB/PN/13 A 426 DU03/07/13,LUMIA,INFORMATIQUES - DE MATERIELS D'ENERGIES RENOUVELABLES - PNEUMATIQUES - ,Porto-Novo Tokpota LOT/312-E TEL/95 56 56 36,PP,WABI Aboubakar
422,"","",PRESTATIONS DE SERVICES - COMMERCE ,"","",""
"","","",DEVELOPPEMENT - MAINTENANCE ET ,"","",""
"",RB P/N-13-A-151,LYNX - ENTREPRISE,RESEAUX INFORMATIQUES - PRESTATIONS DE ,Agblangandan S/PODJI LOT/ 235-e TEL/ ,PP,AHOUMENOU 
423,"","",SERVICES - DIVERS,97586968,"",Maurice P.
"","","",COMMERCE: ACHAT ET VENTE DE PRODUITS ,"","",""
"",RB/PN/13 A 558 DU23/09/13,M K E DIGITS,AGROALIMENTAIRES - DE DIVERS - QUINCAILLERIE - ACHAT ET VENTE DE ,Sèmè-Kpodji Djeffa-Agué LOT/21-B TEL/ 96 21 33 77,PP,TIDJANI Roukayatou
424,"","",MATERIAUX DE CONSTRUCTION - COMMERCE ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE PRODUITS ,"","",""
"",RB/PN/13 A 383 ,"",FORESTIERS ET DE PRODUITS VIVRIERS ET DE ,Sèmè-Kpodji Lokocoucoumè LOT/ 133-A ,"",METOTONDJI 
"",DU07/06/13,M N M GROUPE,CEREALES - TROPICAUX - BTP - PAPETERIE - ,TEL/ 95 54 32 13,PP,Mahougnon Narcisse
425,"","",VITRERIE - COMMERCE GENERAL ET DIVERS,"","",""
"","","",ELECTRONIQUE - ELECTRICITE - ,"","",""
"",RB P/N-13-A-067,M. S. G. E. I,INFORMATIQUE - BTP - ENERGIE SOLAIRE - ,Houinvié P/N ZIP/ 3-718-B TEL/ 95 45 83 ,PP,MEHOUENOU A. 
426,"","",SECURITE - INCENDIE - SERRURERIE - DIVERS,14,"",Abraham
"","","",SERVICE: RESTAURATION - SERVICE ,"","",""
"",RB/PN/13 A 442 DU16/07/13,MA CHANCE ET FILS,TRAITEUR - FOURNITURES DE BUREAU - PRODUITS ALIMENTAIRES - COMMERCE ,Porto-Novo Dowa ZIP/4-125-H TEL/97580676,PP,ASSOGBA Chimène Chancelle Jokè
427,"","",GENERAL ET DIVERS,"","",""
"","","",INDUSTRIE: ETUDE TECHNIQUE - REALISATION ,"","",""
"",RB/PN/13 A 381 DU07/06/13,MA GRACE,BTP - HYDRAULIQUE VILLAGEOISE - FORMATION - ASSAINISSEMENT - ,Porto-Novo Dowa LOT/ 414-A TEL/ 67 04 68 43,PP,AGOLI-AGBO Armel Luc Kadégnon
428,"","",BUREAUTIQUE - INFORMATIQUE - ,"","",""
"",RB P/N-13-A-038,MA JOIE,VENTE DE PRODUITS FORESTIERS ET DU CIMENT - QUINCAILLERIE - DIVERS,H/Gbèdromèdé P/N ZIP/ 3-189-ZB TEL/ 97 14 50 55,PP,DOHOU Epse HOUNKPATIN U. 
429,"","","","","",Edwige
"","","",COMMERCE: ACHAT ET VENTE DE MATERIELS ,"","",""
"",RB/PN/13 A 523 DU04/09/13,MAB-INFO,INFORMATIQUES - BUREAUTIQUE - SERIGRAPHIE - LASURE SUR BARDAGE - ,Akpro-Missérété Gouako C/SB M/SON ADA TEL/ 67 11 59 21 ,PP,ADA Emile Junior
430,"","",DECORATION - BRODERIE SUR OBJET - ,"","",""
"","","",FOURNITURES DE BUREAU - INFORMATIQUE - ,"","",""
"",RB P/N-13-A-100,MADONA ET FILS,MAINTENANCE DE RESEAUX - CONCEPTION DE LOGICIELS - CONSOMMABLES INFORMATIQUES ,HLOGOU P/N ZIP/ 4-415-H TEL/ 97 72 17 67 ,PP,CHEDE Alain
431,"","",- NETTOYAGE ET ENTRETIEN,"","",""
"","","",COMMERCE: DEPOT SOBEBRA - CIMENT - GAZ ,"","",""
"",RB/PN/13 A 427 DU 4/07/13,MAFEP,DOMESTIQUE - VENTE DE LUBRIFIANTS - ACHAT ET VENTE DE CONSOMMABLES ,Sèmè-Kpodji Ekpè3 M/SON HOUNSOU-KPETE TEL/97 88 94 01,PP,MAHINOU Florence
432,"","",INFORMATIQUES - BUREAUTIQUE - PRODUITS ,"","",""
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
"",RB/ PN/ 13 A 290,MAG MULTISERVICE,INFORMATIQUES - BUREAUTIQUE - ,Oganla-Gare Nord P/N ZIP/ 4-542-Q TEL/ ,PP,DEGILA Sèdégbé 
"","","",DROGUERIE - LOCATION DE VEHICULES - NTIC -,97 64 08 68,"",Alfred
433,"","",ENTRETIEN DES LOCAUX ET D'ESPACES ,"","",""
"","","",INDUSTRIE: ETUDES - CONSEILS- FORMATIONS ,"","",""
"",RB/PN/13 A 668 ,"",ET SUIVI - BATIMENTS ET TRAVAUX PUBLICS - ,Porto-Novo Dodji ZIP/3-596-K ,"",MEHOUELLEY Afiavi 
"",DU22/11/13,MAGNIFICAT SERVICES,VENTE DE FOURNITURES DE BUREAU ET ,TEL/94685656/97482426,PP,Isabelle
434,"","",D'ENTRETIEN - DIVERES PRESTATIONS DE ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE PRODUITS ,"","",""
"",RB/PN/13 A 413 DU26/06/13,MAHOUSSI ET FILS,FORESTIERS - PRESTATIONS DE SERVICES EN CARRELAGE ET CONSTRUCTION BTP - ,Sèmè-Kpodji Djeffa-Houédomè M/SON AHOUANDJINOU TEL/ 95 96 73 92,PP,AHOUANDJINOU Mahoussi Joseph
435,"","",QUINCAILLERIE ET VENTE DE PRODUITS DE LA ,"","",""
"","","",COMMERCE: QUINCAILLERIE GENERALE - ,"","",""
"",RB/PN/13 A 538 DU10/09/13,MAHOUTIN IBF,MATERIAUX DE CONSTRUCTION - PLOMBERIE - PEINTURES - SANITAIRES - FOURNITURES DE ,Porto-Novo Houégbo-Hlinkomè ZIP/ 1-387-A TEL/ 97 87 08 25,PP,FAGBEMY Ibouraïma Loukmane Sadoumy 
436,"","",BUREAU - VENTE DE CIMENT - COMMERCE ,"","",Adékounlé
"","","",COMMERCE: VENTE DES PRODUITS SOBEBRA ,"","",""
"",RB/PN/13 A 385 ,MAHOUZONSSOU ,EN GROS DEMI-GROS ET DETAILS - ,Porto-Novo Agbokou3 LOT/ 61-AH TEL/ ,"",AZOKRY-DEGNON B.
"",DU10/06/13,DAGBEGNON JESUGNON,ALIMENTATION GENERALE - COMMERCE ,66 39 94 87,PP,François Xavier
437,"","",GENERAL ET DIVERS,"","",""
"",RB/PN/13 A 642 DU07/11/13,MAHUNAN ET FILS,COMMERCE: VENTE DE PRODUITS AGRICOLES -FARINE DE BLE - PRODUCTION D'HUILE ,Porto-Novo Gbodjè ZIP/3-558-F TEL/ 97 ,PP,AKOUANOU 
438,"","",VEGETALE - COMMERCE GENERAL ET DIVERS,88 45 63,"",Séraphine Sèhivè
"","","",SERVICE: ORGANISATION DES ,"","",""
"",RB/PN/13 A 522 DU04/09/13,MAIN D'OR SERVICES ,MANIFESTATIONS - RECEPTION CLES EN MAIN - PETIT DEJEUNER - COCKTAIL DÎNATOIRE - ,Akpro-Missérété Gouako C/SB M/SON ADA TEL/ 65 58 09 08,PP,ADA Zalba Marie-Thèrèse
439,"","",APERITIF DÎNATOIRE - COCKTAIL BIO ,"","",""
"","","",COMMERCE: PRODUITS AGROPASTORAUX - ,"","",""
"",RB/PN/13 A 440 DU15/07/13,MALOF ET FILS,PIECES DETACHEES - NTIC - VENTE D'EMBALLAGES - COMMERCE GENERAL ET ,Porto-Novo Gbodjè LOT/986-f TEL/ 97267812,PP,MALADE Faïssol Adjassa
440,"","",DIVERS,"","",""
"","","",RESTAURANT - BUVETTE - VENTE DE FRIPERIE ,"","",""
"",RB/ PN/ 13 A 284,MAMA EMMA'S RESTAURANT,- DE VEHICULES D'OCCASION - TEXTILES - COSMETIQUE - COMMERCE GENERAL ET ,PK 10 MARINA SEME-KPODJI LOT/ 272 TEL/ 97 29 50 91,PP,LAOUROU Blaise Oyawa
441,"","",DIVERS,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE MATERIEL ,"","",""
442,RB/PN/13 A 367 DU30/05/13,MANAGEMENT AFFAIRE INTERNATIONAL (MAI) GROUP,ET CONSOMMABLES INFORMATIQUES - BTP - CONSTRUCTION ET MAINTENANCES DU RESEAU ELECTRONIQUE - ADDUCTION D'EAU - ,Akpro-Missérété Vakon Anago M/SON Zanclan TEL/ 97 74 66 00,PP,ZANCLAN Arsène Guy Léandre
"","","",COMMERCE: ACHAT ET VENTE DE ,"","",""
"",RB/PN/13 A 331 DU08/05/13,MARANATHA ET FILS,FOURNITURES DE BUREAU - LIBRAIRIE ET PAPETERIE - MOBILIERS DE BUREAU - ,Sèmè-Kpodji Marina PK10 LOT/ 8-B TEL/ 96 23 05 15,PP,TOLOME Mouléro Hervé
443,"","",INFORMATIQUE - PRET-A-PORTER - MATERIELS ,"","",""
"","","",COMMERCE: DEPOT SOBEBRA - ,"","",""
"",RB/PN/13 A 528 DU05/09/13,MARIDA,RESTAURATION - LOCATION CHAISES ET BACHES - POISSONNERIE - PRODUITS ,Sèmè-Kpodji Djrègbé LOT/ 4-80-n TEL/ 97 76 84 66,PP,DANDJINOU Monloto Marie
444,"","",COSMETIQUES - PRODUITS GSM - TEXTILES - ,"","",""
"","","",ACHAT ET VENTE DES PRODUITS FORESTIERS ,"","",""
"",RB/ PN/ 13 A 285,MARIE CELESTE,ET DE PRODUITS VIVRIERS ET DE CEREALES - ,Dowa P/N ZIP/ 4-424-W TEL/ 97 88 59 86,PP,BODJRENOU 
"","","",PRODUITS AGRICOLES - SOBEBRA - ,"","",Blandine Sourou
445,"","",POISSONNERIE - QUINCAILLERIE - ,"","",""
"","","",CONSOMMABLES INFORMATIQUES ET ,"","",""
"",RB P/N-13-A-012,MARS MULTI SERVICES,BUREAUTIQUES - TELECOMMUNICATION - ,Sèkandji S/KPODJI C/SB TEL/ 97 60 03 ,PP,DENALE Anatole
"","","",RESTAURATION - PNEUMATIQUE - BTP - ,95,"",""
446,"","",DIVERS,"","",""
"","","",BTP - QUINCAILLERIE - BUREAUTIQUE - ,"","",""
"",RB/PN/ 13 A 243,MARTIN ET FILS,MATERIELS INFORMATIQUES - PRODUITS ,Adjohoun centre C/SB TEL/ 97 96 28 78,PP,HOUNGBEDJI Martin
"","","",FORESTIERS - PRESTATIONS DE SERVICES - ,"","",""
447,"","",DIVERS,"","",""
"","","",FOURNITURES DE BUREAU - MATERIELS ,"","",""
"",RB P/N-13-A-085,MASSAVO,INFORMATIQUES - ASSAINISSEMENT - BTP - ,Gouako kotoclomè MISSERETE LOT/ 115-h TEL/ -7 89 16 95,PP,AHOUANGNIMON A. Ignace
448,"","",PRESTATIONS DE SERVICES,"","",""
"","","",COMMERCE: BUREAUTIQUE - DISTRIBUTION ,"","",""
"",RB/PN/12 A 534 DU16/05/12,MASSYD,DES PRODUITS SOBEBRA ET AGRICOLES - ELEVAGE - BTP - CABINET D'ETUDE - ,DANGBO Djigbézougo M/SON DJOSSOU TEL/96 60 07 35,PP,DJOSSOU Mahugnon Sylvestre
449,"","",COMMERCE GENRAL ET DIVERS,"","",""
"",RB/PN/13 A 639 DU06/11/13,MASTOUR,COMMERCE: VENTE DES PRODUITS ELECTRONIQUES ET D'ELECTRICITE - VENTE ,Porto-Novo Attakè2 LOT/273-A TEL/97 86 ,PP,IBIKANMI Raoufou 
450,"","",DE DIVERS - COMMERCE GENERAL ET DIVERS,91 91,"",Adio
"","","",COMMERCE: ACHAT ET VENTE DE MATERIELS ,"","",""
"",RB/PN/13 A 409 DU25/06/13,MAT ET FILS,INFORMATIQUES - BUREAUTIQUE - PRODUITS VIVRIERS ET TROPICAUX - SERVICE TRAITEUR -,Porto-Novo Hounsa ZIP/ 3-677-K TEL/ 96 25 71 79,PP,MAFORIKAN Epse ATONDE Tranquilline 
451,"","",BTP - PRESTATIONS DE SERVICES - ,"","",Barbe
"","","",COMMERCE: REALISATION DES RIDEAUX - ,"","",""
"",RB/PN/13 A 384 DU10/06/13,MATA ET FILS,ACHAT ET VENTE DE PRODUITS VIVRIERS - DE FOURNITURES DE BUREAU ET DE PRODUITS ,Porto-Novo Oganla-Sud LOT/ 176-e TEL/ 97 48 57 74,PP,KEKE Sohoutou Marthe
452,"","",D'ENTRETIEN,"","",""
"",RB P/N-13-A-106,MATHIKOFELIE,FABRICATION ET VENTE DE PEINTURE - SABLAGE - QUINCAILLERIE,Gbèzounkpa P/N ZIP/ 2-28-AE TEL/ 94 17 76 36,PP,KOKOSSOU M. ALain
453,"","","","","",""
"","","",COMMERCE: IMPORTATION DE VEHICULES ,"","",""
"",RB/PN/13 B 375 ,"",AUTOMOBILES NEUFS ET D'OCCASION - ,Porto-Novo Djilado C/SB M/SON ,"",ADOUKONOU 
"",DU09/09/13,MAX-IMPORTS,MOTOS - PIECES DE RECHANGES - ,ADAMON TEL/97 48 36 64,PM,Tolomè Roland
454,"","",PNEUMATIQUE - TRANSPORT - MATERIAUX DE ,"","",""
"","","",SERVICE: CONSEILS EN COMMUNICATION ET ,"","",""
"",RB/PN/13 A 443 DU17/07/13,MAYA EVENTS,EN MARKETING - COMMUNICATION EVENEMENTIELLE - PUBLICITE - AUDIOVISUEL - ,Porto-Novo Sèdjèko ZIP/2-182-E TEL/68 16 16 72,PP,AMINOU Yèsidatou Modjisola Foumilayo 
455,"","",MULTIMEDIA - EDITION - COMMERCE GENERAL ,"","",Adékpédjou
"","","",COMMERCE: QUINCAILLERIE GENERALE - ,"","",""
"",RB/PN/13 A 410 DU26/06/13,MBB,ALIMENTATION GENERALE - EFFETS VESTIMENTAIRES - VENTE DE VEHICULES ,Adjarra Tanmè M/SON MAMADOU TEL/ 96 71 95 34,PP,MAMADOU Basstou Babatoundé
456,"","",D'OCCASION - BIJOUX - PIECES DETACHEES - ,"","",""
"","","",COMMERCE: QUINCAILLERIE - PRODUITS ,"","",""
"",RB/PN/13 A 549 ,"",ALIMENTAIRES - DECORATION ET ,Porto-Novo Sèdjèko LOT/227-d TEL: 96 ,"",AFFAGNON 
"",DU18/09/13,MENAYI ET FILS,AMEUBLEMENT - MATERIELS INFORMATIQUES - ,68 89 59,PP,Toussaint Ménayi
457,"","",TEXTILES - MACHINES D'IMPRIMERIE ,"","",""
"","","",COMMERCE: TRANSFORMATION ET ,"","",""
"",RB/PN/13 A 472 DU06/08/13,MENUISERIE DE L'ESPOIR,COMMERCIALISATION DE PRODUITS FORESTIERS - DEPOT DE BOISSONS - ,Porto-Novo Guévié-Sabako ZIP/3-278-G TEL/ 97 69 73 30,PP,LOKONON Sègbégnon Antoine
458,"","",ALIMENTATION GENERALE - COMMERCE ,"","",""
"","","",IMPORTATION DE VEHICULES AUTOMOBILES ,"","",""
"",RB P/N-12-B-1092,MERIDIENE MOUF & FILS,D'OCCASION - GESTION ET EXPLOITATION DE ,Gbodjè P/N ZIP/ 3-774-m TEL/ 68 09 70 ,PM,BADAROU Mouftaou 
"","","",PARCS AUTOMOBILES - PRODUITS ,31,"",A.
459,"","",FORESTIERS - TROPICAUX - VIVRIERS - ,"","",""
"","","",FOURNITURES DES AGREGATS DE CHANTIER - ,"","",""
"",RB P/N-13-A-101,METON ET FILS,GENIE CIVIL - BTP - PRODUITS FORESTIERS - ,Djeffa S/KPODJI C/SB TEL/ 97 90 91 91,PP,ZINSSOU Bertrand
460,"","",PIECES DETACHEES - CAMIONS D'OCCASION,"","",""
"","","",SERVICE: AGENCE GENERALE D'ASSURANCE - ,"","",""
"",RB/PN/13 A 646 DU11/11/13,MGF VICFIMAT,SECURITE DE TRANSIT DES VEHICULES D'OCCASION - SURVEILLANCE DES PARCS ,Porto-Novo Oganla LOT/209-A TEL/ 20 21 31 91,PP,GBEDAN Hounkonnou Mathias
461,"","",AUTOMOBILES - ASSAINISSEMENT ET ,"","",""
"","","",SERVICE: ARTISANAT - PRODUITS FORESTIERS ,"","",""
"",RB/PN/13 A 473 DU06/08/13,MIAB-BENIN,-  AGRO-ALIMENTAIRES - PAPETERIE - BUREAUTIQUE - INFORMATIQUE - VENTE DES ,Porto-Novo Catchi LOT/217-A TEL/ 97 76 09 91,PP,ABIODOUN Bruno
462,"","",ORDINATEURS - DIVERSES PIECES DE ,"","",""
"","","",COMMERCE: EXPOSITION VENTE MEUBLES - ,"","",""
"",RB/PN/13 A 388 DU12/06/13,MICH MEUBLES,MENUISERIE ET CHARPENTERIE - QUINCAILLERIE - MATERIAUX DE ,Sèmè-Kpodji Sèkandji LOT/348-A TEL/ 97 88 84 60,PP,KOUMAGNON Michel
463,"","",CONSTRUCTION - PRODUITS FORESTIERS - ,"","",""
"","","",RESTAURATION - VENTE DE BETAILS - ,"","",""
"",RB P/N-13-A-061,MIDOU BOVO,QUINCAILLERIE - ALIMENTATION GENERALE - ,Gbodjè P/N LOT/ 730-B TEL/ 97 16 14 59,PP,SONHEKPON Roger
"","","",PRODUITS AGRICOLES - FORESTIERS - ,"","",""
464,"","",VIVRIERS - POISSONNERIE - DIVERS,"","",""
"","","",INDUSTRIE: BTP - TRANSFORMATION ET ,"","",""
"",RB/PN/13 A 348 DU16/05/13,MILRUB,COMMERCIALISATION DES PRODUITS AGRICOLES - PRESTATIONS DE SERVICES - ,Sèmè-Kpodji Houngbotomè LOT/339-U TEL/ 97 60 19 66,PP,EHOUMI Jérôme
465,"","",GESTION IMMOBILIERE - COMMERCE GENERAL ,"","",""
"",RB/PN/13 A 455 ,"",INDUSTRIE: MENUISERIE - ALIMENTATION ,"","",AGONMAN 
"",DU22/07/13,MINTONWANOU ET FILS,GENERALE - PRODUITS FORESTIERS - ,Porto-Novo Koutongbé ZIP: 2-180-i TEL/ 97 23 14 90,PP,Mintonwanou Olivier 
466,"","",COMMERCE GENERAL ET DIVERS ,"","",France
"","","",COMMERCE: LIBRAIRIE - PAPETERIE - SAISIE - ,"","",""
"",RB/PN/13 A 464 DU26/07/13,MISSIMAHOU,PHOTOCOPIE - VENTE DES FOURNITURES SCOLAIRES - DES ARTICLES DE BUREAU - ,Sèmè-Kpodji Ayakpamè LOT/54-A TEL/96 85 63 31,PP,TODOFON Wadagbé Bienvenu
467,"","",TOUS TRAVAUX D'IMPRIMERIE - COMMERCE ,"","",""
"","","",QUINCAILLERIE GENERALE - BTP - LOCATION ,"","",""
"",RB/ PN/ 13 A 259,MITCHOZOUNNOU DON DE DIEU,DE TABLES - CHAISES - BACHES - VENTE DE CIMENT - PRODUITS FORESTIERS - BUVETTE ,Djavi Adjarra C/sb TEL/ 97 58 91 08 / 67 40 38 01,PP,MITCHOZOUNNOU Godonou
468,"","",ET AUBERGE - COMMERCE GENERAL ET ,"","",""
"",RB/PN/13 A 658 ,"",INDUSTRIE: TRAVAUX DE CONSTRUCTION - ,"","",""
469,DU20/11/13,MLINMLIN,PRESTATIONS DE SERVICES - COMMERCE GENERAL ET DIVERS,Porto-Novo Gbècon LOT/522-K TEL/64 74 84 35,PP,TOLLI Aurore Mlinmlin
"",RB/PN/13 A 623 DU28/10/13,MODIBO-BTP,INDUSTRIE: CONCEPTION - TOUS TRAVAUX CONSTRUCTION BATIMENT ET TRAVAUX ,Porto-Novo Kandévié-Sériki LOT/3-J TEL/ 66 03 79 03,PP,BIAOU Worou Modeste
470,"","",PUBLIQUES - COMMERCE GENERAL,"","",""
"","","",COMMERCE: VENTE DE PATS ALIMENTAIRES - ,"","",""
"",RB/PN/13 A 479 DU13/08/13,MOJIVIC-IS,D'HUILE VEGETALE - RIZ - PRODUITS AGROALIMENTAIRES - FORESTIERS - ,Ifangni Igolo M/son AVLESSI TEL/ 67 69 09 12,PP,AVLESSI John Olivier Bignon
471,"","",AGRICOLES - HOTELLERIE - BAR-RESTAURANT -,"","",""
"","","",COMMERCE: QUINCAILLERIE GENERALE - ,"","",""
"",RB/PN/13 A 637 DU06/11/13,MON BEAU VILLAGE,CIMENT - PRODUITS AGRICOLES - TEXTILES - PRET-A-PORTER - ALIMENTATION GENERALE - ,Akpro-Missérété Abogo LOT/2-212-C TEL/ 97 38 83 13,PP,APITHY Dénakpo Marius Gildas
472,"","",PRODUITS FORESTIERS - ASSISTANCE ET ,"","",""
"","","",INDUSTRIE: BTP - FOURNITURES DE BUREAU ,"","",""
"",RB/PN/13 A 337 ,"","","","",""
"",DU10/05/13,MON-ESPOIR AK,ET INFORMATIQUE - ALIMENTATION GENERALE - PRODUITS FORESTIERS - AGRICOLES ET ,Adjarra Gbangnito M/SON KOUGBLEMENOU TEL/ 97 07 76 95,PP,KOUGBLEMENOU Agossou Damien
473,"","",TROPICAUX - QUINCAILLERIE - BOULANGERIE - ,"","",""
"","","",COMMERCE: CYBER-CAFE - CABINE ,"","",""
"",RB/PN/13 A 628 DU04/11/13,MOON LIGHT,TELEPHONIQUE - QUINCAILLERIE - PRODUITS CONGELES - AGRICOLES ET FORESTIERS - ,Sèmè-Kpodji Podji-Agué LOT/202-A TEL/ 95 84 05 05,PP,GANIOU Salimatou
474,"","",BUREAUTIQUES - INFORMATIQUES - BTP - ,"","",""
"","","",COMMERCE: FERME AGROPASTORALE - ,"","",""
"",RB/PN/13 A 368 DU03/06/13,MORAKOHS ET FILS,VENTE DE PRODUITS TROPICAUX ET AGROINDUSTRIELS - ARTISANAT - NTIC - ,Porto-Novo Oganla-Gare LOT/ 3-520-E TEL/ 97 12 66 35,PP,SOUNON GOUNOU KORA Yarou 
475,"","",COMMERCE GENERAL ET DIVERS,"","",Ousmane
"","","",INDUSTRIE: PRESTATION EN TRAVAUX DE ,"","",""
"",RB/PN/13 A 673 DU25/11/13,MOT DE PASSE AM,MENUISERIE - SCIERIE - PRODUITS FORESTIERS - TROPICAUX - AGRICOLES - BTP - ,Porto-Novo Oganla Gare Est LOT/58-A TEL/97126852/98284777,PP,ACAKPO Coffi Marcel
476,"","",PRODUITS SOBEBRA - GSM - TRAVAUX ,"","",""
"","","",PRODUITS SOBEBRA - HOTELLERIE - ,"","",""
"",RB P/N-13-A-175,MOTEL DE FETES ET D'ACCUEIL,EXPLOITATION D'UN CYBER CAFE - ENTRETIEN ET MAINTENANCE D'APPAREILS ,Dowa P/N ZIP/ 4-584-N TEL/ 95955447,PP,ADJAHO T. Coffi
477,"","",INFORMATIQUES,"","",""
"","","",COMMERCE: ACHAT ET VENTE - IMPORTATION ,"","",""
"",RB/PN/13 B 442 ,"",ET EXPORTATION DE VEHICULES ,Porto-Novo Lissessa-Donoukin-,"",ADENIYI 
"",DU18/11/13,MOUCHADE,AUTOMOBILES D'OCCASION  - PIECES EDE ,Adadékomey C/SB M/SON ADENIYI ,PM,""
478,"","",RECHANGES ET D'ACCESSOIRES ,Mamoudou TEL/ 97 64 72 75,"",Moucharafou
"","","",COMMERCE: PRODUITS ALIMENTAIRES - ,"","",""
"",RB/PN/03 A 511 ,MOUSTAPHA ,PRODUITS TROPICAUX - FORESTIERS - ,Porto-Novo Houinmè ZIP/ 3-85-A TEL/96 ,"",MOUSTAPHA 
"",DU05/09/03,SOURADJATOU,AGRICOLES - CABINES TELEPHONIQUES - ,72 56 02,PP,Souradjatou Omolara
479,"","",TRANSPORTS - MAGASINAGE - COMMERCE ,"","",""
"","","",SERVICE: REPORTAGE PHOTO-VIDEO - ,"","",""
"",RB/PN/13 A 421 ,MULTI-SERVICE JUNIOR ,SONORISATION POUR LES MANIFESTATIONS - ,Porto-Novo Tokpota2 LOT/4632-EL ,"",DJISSOU Sagbo 
"",DU01/07/13,PRODUCTION,VENTE ET ENTRETIEN DE MATERIELS ,TEL/97 68 26 64,PP,Julien
480,"","",INFORMATIQUES - FOURNITURES DE BUREAU - ,"","",""
"",RB P/N-13-A-176,N'DOAPE,BUREAUTIQUE - INFORMATIQUE - BTP - DIVERSES PRESTATIONS DE SERVICES,Djeffa S/PODJI C/SB TEL/ 96 06 46 59,PP,BINOUYO Chimène E.
481,"","","","","",""
"",RB/PN/13 A 346 DU15/05/13,N.F. ATLANTIQUE COMMUNICATION,COMMERCE: CONCEPTION ET FABRIQUE DE TENTE - ENSEIGNE LUMINEUX - COMMERCE ,Sémé-Kpodji Ekpè PK10 M/SON ,PP,ODOUBOUROU 
482,"","",GENERAL ET DIVERS,TOUDONOU TEL/ 95 71 49 32,"",Afolabi Charlemagne
"","","",TISSUS - BTP - LOCATION DE BACHES ET ,"","",""
"",RB P/N-13-A-098,NAS SERVICES,CHAISES - PRESTATIONS DE SERVICES - ,Adjinan-Nord P/N LOT/ 66-L TEL/ 93 42 ,PP,ASSANI S. Nicole
"","","",NEGOCE - MATERIELS INFORMATIQUES - ,66 50,"",""
483,"","",MOBILIERS ET FOURNITURES DE BUREAU - ,"","",""
"","","",SERVICE: GESTION IMMOBILIERE( VENTE-,"","",""
"",RB/PN/13 A 452 DU19/07/13,NEW STARS,ACHAT-LOCATION-CONSEILS) - BTP - COURTAGE EN ASSURANCE - COMMERCE ,Porto-Novo Ouando ZIP/4-467-g TEL/ 97 32 33 14,PP,GUEDENON Valère
